id,g,exp,enr,ed,m,y_exp,t_job,cdi
30756,,True,Full time course,Graduate,STEM,11,never,0.624
22625,,True,no_enrollment,Graduate,STEM,5,2,0.624
22057,Male,True,no_enrollment,Graduate,STEM,5,3,0.624
20635,,False,Part time course,Graduate,STEM,1,1,0.624
1588,,False,Full time course,High School,,1,1,0.92
234,Male,True,no_enrollment,Graduate,STEM,11,2,0.92
18752,Male,True,no_enrollment,Masters,STEM,9,1,0.4479999999999999
18128,Male,True,no_enrollment,Masters,STEM,10,1,0.91
18260,Male,True,no_enrollment,Graduate,STEM,10,2,0.843
19332,,True,no_enrollment,Graduate,STEM,16,3,0.92
9564,,True,no_enrollment,Graduate,STEM,9,3,0.92
5685,Male,True,no_enrollment,Masters,STEM,>20,>4,0.926
18063,,True,no_enrollment,Graduate,STEM,3,1,0.794
27124,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.92
3395,Male,False,Full time course,High School,,3,1,0.74
22310,Female,True,no_enrollment,Graduate,STEM,5,1,0.92
15977,Male,False,Full time course,High School,,2,1,0.7759999999999999
4917,Male,True,Part time course,Graduate,STEM,5,>4,0.92
19102,Male,True,Full time course,,,19,2,0.743
23275,,False,Full time course,High School,,5,1,0.92
13157,Male,True,Part time course,Graduate,STEM,11,1,0.92
13269,Male,True,no_enrollment,Graduate,Humanities,7,1,0.92
29977,,True,Full time course,Graduate,STEM,9,1,0.624
20571,Male,True,no_enrollment,Masters,STEM,10,1,0.926
23883,Male,True,Part time course,Masters,STEM,16,>4,0.527
33033,Male,True,no_enrollment,Graduate,Humanities,3,1,0.92
10579,,True,Full time course,Graduate,STEM,5,,0.5579999999999999
5258,,False,Full time course,Graduate,STEM,4,2,0.624
853,,True,no_enrollment,Graduate,STEM,10,2,0.92
27245,Male,True,no_enrollment,Masters,STEM,16,1,0.624
30670,Female,True,no_enrollment,Graduate,STEM,6,1,0.92
22497,Other,True,Part time course,High School,,5,1,0.698
3218,Male,True,no_enrollment,Graduate,STEM,16,1,0.804
464,,False,Full time course,High School,,20,never,0.926
15770,Male,True,no_enrollment,High School,,>20,>4,0.92
18264,Female,True,no_enrollment,Primary School,,>20,>4,0.926
32066,,True,no_enrollment,Graduate,STEM,1,1,0.624
11386,Male,True,no_enrollment,Masters,STEM,10,3,0.92
17502,Male,True,no_enrollment,Graduate,STEM,5,1,0.897
32273,,True,Full time course,Masters,STEM,8,1,0.624
27543,Male,True,no_enrollment,Graduate,STEM,>20,1,0.802
16317,Male,True,Full time course,Graduate,STEM,3,2,0.624
2852,Male,True,no_enrollment,Masters,STEM,16,2,0.855
5056,Male,False,Full time course,Masters,Humanities,>20,2,0.92
17504,Other,False,no_enrollment,Graduate,STEM,<1,never,0.92
24585,,True,no_enrollment,Graduate,STEM,8,1,0.624
11734,,False,,Primary School,,6,never,0.698
16675,Male,True,no_enrollment,Masters,STEM,5,1,0.855
23344,Male,True,no_enrollment,Masters,STEM,9,2,0.55
21786,Male,False,no_enrollment,Masters,STEM,6,>4,0.866
31079,Male,True,no_enrollment,Masters,STEM,2,never,0.624
33251,Male,True,,Masters,STEM,>20,>4,0.926
7805,Male,True,no_enrollment,Graduate,STEM,18,1,0.926
8911,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.92
7315,Male,True,Full time course,Graduate,STEM,11,2,0.698
28132,Male,False,Full time course,Graduate,STEM,6,1,0.83
8367,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.924
27909,Male,False,Full time course,High School,,10,3,0.924
32320,Male,True,no_enrollment,Graduate,STEM,17,1,0.92
15441,Male,True,no_enrollment,Graduate,STEM,18,1,0.926
25999,Male,False,Full time course,Graduate,STEM,4,1,0.802
20169,,False,Full time course,High School,,3,never,0.92
11682,Male,False,Full time course,Masters,STEM,3,1,0.924
26581,Male,True,no_enrollment,Graduate,STEM,5,2,0.847
14832,,True,no_enrollment,Graduate,STEM,8,1,0.55
18023,Male,True,Part time course,Graduate,STEM,4,1,0.698
18963,Male,True,Part time course,High School,,4,1,0.91
9105,Female,True,Part time course,Graduate,Other,4,2,0.738
18344,Male,False,,Graduate,STEM,<1,never,0.624
576,Male,True,no_enrollment,Graduate,STEM,>20,2,0.92
2656,Male,False,Full time course,Masters,STEM,8,1,0.926
16881,Male,True,no_enrollment,Phd,STEM,>20,1,0.92
30245,Male,False,Full time course,High School,,4,never,0.55
9630,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.92
3580,Male,True,no_enrollment,Graduate,STEM,>20,2,0.92
14773,Male,True,no_enrollment,High School,,8,2,0.91
31238,Male,True,no_enrollment,Graduate,STEM,8,1,0.743
1633,,True,no_enrollment,Graduate,STEM,>20,>4,0.925
1995,,False,Full time course,Graduate,STEM,4,,0.897
30587,Male,True,no_enrollment,Graduate,No Major,3,1,0.92
32369,Male,True,no_enrollment,Graduate,STEM,11,1,0.949
3722,Male,False,Part time course,High School,,2,never,0.624
10721,Male,False,no_enrollment,Phd,Humanities,10,>4,0.926
407,Male,True,no_enrollment,Graduate,STEM,10,1,0.92
31098,Male,True,no_enrollment,Graduate,STEM,3,1,0.92
4053,Male,False,no_enrollment,Graduate,STEM,>20,4,0.92
13782,Male,False,Part time course,Graduate,STEM,6,1,0.7759999999999999
20767,,True,no_enrollment,Graduate,STEM,12,1,0.855
20113,,True,no_enrollment,Graduate,STEM,>20,>4,0.754
4674,Female,False,no_enrollment,Graduate,STEM,4,1,0.764
2444,Male,True,no_enrollment,Graduate,STEM,>20,3,0.92
19966,,True,no_enrollment,Masters,STEM,>20,>4,0.913
26367,Male,True,Full time course,Graduate,STEM,4,1,0.762
19508,Male,True,no_enrollment,Masters,STEM,16,>4,0.91
13006,,False,no_enrollment,High School,,4,never,0.698
7563,Male,True,no_enrollment,Graduate,STEM,18,1,0.92
25993,Male,True,no_enrollment,High School,,5,1,0.926
18013,,True,Full time course,Graduate,STEM,6,1,0.91
27699,Male,True,no_enrollment,Graduate,Other,13,>4,0.92
3003,Male,True,no_enrollment,Phd,Humanities,9,1,0.92
6620,Male,True,no_enrollment,Graduate,STEM,11,>4,0.939
4364,Male,True,no_enrollment,Graduate,STEM,9,1,0.92
2296,Male,True,no_enrollment,Masters,STEM,5,1,0.893
17958,,True,no_enrollment,Graduate,STEM,6,2,0.743
9740,Male,False,no_enrollment,Graduate,STEM,>20,>4,0.92
1304,,True,no_enrollment,Graduate,STEM,12,>4,0.836
28735,Male,True,no_enrollment,Graduate,STEM,13,1,0.92
32212,Male,False,Full time course,High School,,4,1,0.91
14053,Male,False,Part time course,Graduate,STEM,7,never,0.754
22641,Male,True,no_enrollment,Graduate,STEM,13,never,0.91
17900,Male,True,no_enrollment,Graduate,STEM,3,1,0.55
31333,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.915
501,Male,True,Full time course,High School,,2,never,0.624
18104,Male,True,no_enrollment,Graduate,STEM,>20,4,0.884
6092,Male,True,no_enrollment,Masters,Business Degree,>20,>4,0.698
17249,Male,True,no_enrollment,Masters,STEM,>20,>4,0.939
1227,Male,False,no_enrollment,Graduate,STEM,10,never,0.738
23515,Male,True,Part time course,Masters,STEM,9,never,0.926
16309,,True,Part time course,Graduate,STEM,<1,1,0.83
5368,Female,True,,Graduate,STEM,7,1,0.5579999999999999
27693,Male,True,no_enrollment,Graduate,STEM,18,>4,0.923
2582,,True,no_enrollment,Graduate,STEM,>20,>4,0.91
12096,,False,Full time course,Masters,STEM,<1,1,0.789
17526,Male,True,no_enrollment,Graduate,Humanities,3,1,0.92
23647,Male,True,no_enrollment,Graduate,STEM,>20,never,0.92
11440,Female,True,no_enrollment,Graduate,STEM,>20,3,0.92
7942,,True,no_enrollment,Graduate,STEM,1,1,0.924
12064,Male,True,Full time course,Graduate,STEM,7,1,0.698
2170,Male,True,no_enrollment,Graduate,STEM,9,4,0.6659999999999999
15663,Male,False,Full time course,Graduate,STEM,7,2,0.738
18378,,True,,Graduate,STEM,6,2,0.624
5943,Male,True,no_enrollment,Phd,STEM,>20,3,0.913
8578,Male,False,Full time course,Graduate,STEM,2,never,0.926
28645,Female,False,Full time course,Masters,STEM,6,4,0.91
5101,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.624
14529,Male,False,no_enrollment,Phd,STEM,>20,1,0.91
26235,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.92
24260,,False,,,,11,never,0.926
17549,Male,True,no_enrollment,Masters,STEM,13,2,0.624
17610,Male,True,no_enrollment,Graduate,No Major,8,3,0.8270000000000001
10246,Male,True,no_enrollment,Masters,STEM,17,1,0.92
8990,,False,Full time course,Masters,STEM,4,1,0.92
20459,,True,no_enrollment,Graduate,STEM,5,1,0.624
22775,,True,no_enrollment,Graduate,STEM,4,1,0.624
11212,Male,True,no_enrollment,Masters,STEM,15,3,0.893
11963,Female,True,no_enrollment,Masters,Humanities,,1,0.913
14516,Male,True,Full time course,Graduate,STEM,4,1,0.55
6464,Male,True,no_enrollment,Graduate,STEM,13,4,0.939
31981,,False,no_enrollment,High School,,3,never,0.92
19350,,True,no_enrollment,Graduate,STEM,14,3,0.92
675,,True,Full time course,Graduate,STEM,>20,>4,0.92
3374,Male,False,no_enrollment,High School,,<1,never,0.624
24495,Male,True,no_enrollment,Masters,STEM,>20,>4,0.926
8484,,True,no_enrollment,Graduate,STEM,>20,>4,0.92
12459,,False,Full time course,Graduate,STEM,4,never,0.624
29414,,True,no_enrollment,Graduate,STEM,5,2,0.92
10548,Male,True,no_enrollment,Graduate,STEM,>20,1,0.91
29383,Male,False,no_enrollment,Graduate,STEM,9,1,0.887
13373,,False,Full time course,Graduate,STEM,<1,never,0.624
21283,Male,True,no_enrollment,Masters,STEM,7,>4,0.895
2280,,True,Full time course,Masters,STEM,3,2,0.624
5624,Male,True,no_enrollment,Graduate,STEM,>20,2,0.698
6778,,True,no_enrollment,Graduate,STEM,7,>4,0.624
2926,Male,False,no_enrollment,Masters,STEM,>20,1,0.926
20431,Male,True,Full time course,Graduate,STEM,16,>4,0.698
29537,Male,True,no_enrollment,Masters,STEM,11,1,0.856
4450,Male,False,Full time course,Graduate,STEM,<1,1,0.55
25833,,False,Full time course,High School,,3,never,0.624
33112,,True,no_enrollment,Masters,STEM,9,1,0.926
547,Male,True,no_enrollment,High School,,12,>4,0.926
9270,Male,True,Part time course,Graduate,STEM,6,4,0.767
15566,Male,True,Part time course,High School,,6,2,0.8270000000000001
30826,Male,True,no_enrollment,Graduate,STEM,13,2,0.92
250,Male,True,no_enrollment,Masters,STEM,8,1,0.754
25714,Male,False,no_enrollment,Masters,STEM,6,2,0.878
28267,Female,True,no_enrollment,Graduate,STEM,<1,1,0.624
4504,Male,True,no_enrollment,Graduate,STEM,5,1,0.579
12581,,True,Full time course,Graduate,STEM,3,never,0.924
15483,Male,False,no_enrollment,Masters,STEM,>20,>4,0.698
2894,Male,True,no_enrollment,Graduate,STEM,5,1,0.913
15726,Male,True,no_enrollment,Graduate,STEM,>20,1,0.913
17117,Male,True,no_enrollment,Graduate,STEM,11,3,0.92
14182,Male,False,Full time course,Graduate,STEM,5,1,0.847
3699,,True,Part time course,Graduate,STEM,5,1,0.91
29624,,False,Full time course,Graduate,STEM,3,3,0.925
16168,Female,True,no_enrollment,Masters,STEM,9,2,0.762
9800,,False,no_enrollment,Masters,STEM,>20,3,0.92
9544,Male,False,no_enrollment,Graduate,STEM,4,never,0.624
1433,Male,True,no_enrollment,Graduate,STEM,5,1,0.92
27458,Male,False,Full time course,Graduate,STEM,8,1,0.762
4804,Male,True,no_enrollment,Masters,STEM,10,1,0.624
24376,,False,no_enrollment,Masters,Business Degree,2,2,0.926
31613,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.92
26895,Male,True,no_enrollment,Graduate,STEM,6,3,0.802
17085,Male,True,no_enrollment,Masters,STEM,>20,>4,0.91
22698,Male,True,Full time course,Graduate,STEM,3,1,0.624
146,Other,True,no_enrollment,Graduate,STEM,9,2,0.92
24022,Male,True,no_enrollment,Graduate,STEM,14,1,0.624
14658,Male,True,no_enrollment,Masters,STEM,17,>4,0.804
21548,Male,True,no_enrollment,Graduate,STEM,>20,1,0.91
9827,Male,False,Full time course,High School,,2,never,0.836
18544,Male,True,Full time course,High School,,6,never,0.624
28874,Male,True,Part time course,Graduate,STEM,3,1,0.92
6361,Male,True,no_enrollment,Graduate,STEM,7,>4,0.92
13089,Male,False,no_enrollment,High School,,5,never,0.91
23426,Male,True,no_enrollment,Masters,STEM,13,1,0.866
22520,Male,True,Part time course,Graduate,STEM,7,4,0.624
9649,Male,True,no_enrollment,Graduate,Business Degree,16,1,0.92
23255,,False,Full time course,Graduate,STEM,5,never,0.887
24081,Male,False,Full time course,Graduate,Arts,2,1,0.6659999999999999
23116,Male,False,no_enrollment,Primary School,,2,never,0.91
27338,Male,False,Full time course,Graduate,STEM,11,1,0.624
14873,,True,no_enrollment,Graduate,STEM,8,>4,0.893
11886,Male,False,no_enrollment,Masters,STEM,14,>4,0.738
9207,Male,True,no_enrollment,High School,,8,never,0.926
3291,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.92
5002,,True,Part time course,Masters,STEM,5,1,0.754
6768,Male,False,Part time course,High School,,2,never,0.624
6281,Male,False,no_enrollment,Masters,STEM,5,1,0.92
11155,Male,False,Full time course,High School,,5,1,0.92
14342,Male,True,no_enrollment,Graduate,STEM,9,2,0.698
10394,Male,True,no_enrollment,Graduate,Other,15,1,0.92
14014,Male,True,no_enrollment,Graduate,STEM,14,1,0.92
28671,Male,True,no_enrollment,Graduate,STEM,4,never,0.92
5109,Male,True,no_enrollment,Graduate,STEM,>20,1,0.92
31775,Male,False,no_enrollment,Graduate,STEM,>20,>4,0.92
17944,Male,True,no_enrollment,Graduate,Business Degree,11,1,0.91
7499,,True,no_enrollment,Graduate,STEM,5,>4,0.939
13124,Male,False,Full time course,Graduate,STEM,6,1,0.855
22808,Male,True,no_enrollment,Graduate,STEM,2,2,0.624
29695,Female,True,no_enrollment,Graduate,Humanities,>20,1,0.92
6167,Male,True,no_enrollment,Graduate,No Major,14,1,0.92
137,Male,True,no_enrollment,Masters,STEM,>20,3,0.92
19494,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.915
33277,,False,no_enrollment,Masters,STEM,<1,1,0.55
3760,Male,True,Full time course,Graduate,STEM,10,>4,0.8270000000000001
6837,Male,False,Full time course,,,6,4,0.698
27220,Male,False,no_enrollment,Graduate,STEM,9,1,0.939
26985,Female,True,no_enrollment,Graduate,STEM,3,1,0.789
23667,Male,True,no_enrollment,High School,,9,never,0.92
7793,Male,False,no_enrollment,Masters,STEM,8,4,0.897
11502,,True,no_enrollment,Graduate,STEM,<1,never,0.624
5882,,True,Full time course,Graduate,STEM,13,>4,0.926
24978,,True,,Graduate,STEM,2,2,0.624
25866,Male,True,no_enrollment,Graduate,STEM,7,>4,0.915
30020,Male,False,Full time course,High School,,2,1,0.92
5380,Male,True,no_enrollment,Graduate,STEM,17,>4,0.92
20045,Male,True,no_enrollment,Graduate,STEM,6,2,0.91
26651,Male,True,no_enrollment,Masters,STEM,>20,>4,0.913
14077,,True,no_enrollment,Graduate,STEM,13,1,0.92
32000,Male,True,no_enrollment,Masters,STEM,>20,2,0.92
26694,,True,Full time course,Graduate,STEM,2,never,0.493
167,Male,True,no_enrollment,Graduate,STEM,13,3,0.92
28381,,True,no_enrollment,Masters,STEM,11,1,0.855
24612,Male,True,no_enrollment,Masters,STEM,>20,2,0.92
17481,Male,False,Full time course,Graduate,STEM,11,>4,0.926
28007,Male,False,Full time course,Graduate,STEM,<1,never,0.762
26178,Female,True,Full time course,Graduate,STEM,5,1,0.624
13467,Male,False,no_enrollment,Graduate,STEM,4,2,0.7759999999999999
5720,Female,True,no_enrollment,Graduate,STEM,3,2,0.624
18565,Male,True,no_enrollment,Graduate,STEM,8,3,0.624
17018,Male,True,Part time course,Graduate,Business Degree,6,>4,0.939
13047,Male,True,no_enrollment,Graduate,STEM,12,4,0.843
20475,Male,False,no_enrollment,Graduate,STEM,8,1,0.624
5150,Male,True,no_enrollment,Phd,STEM,>20,2,0.939
31451,Male,True,no_enrollment,Graduate,STEM,6,1,0.624
14621,Male,True,no_enrollment,Graduate,STEM,11,1,0.884
29123,Male,True,no_enrollment,Graduate,Humanities,6,2,0.92
13949,Male,True,Full time course,Graduate,STEM,3,1,0.579
2269,Male,True,no_enrollment,Graduate,STEM,3,2,0.624
12814,Male,False,no_enrollment,Masters,STEM,>20,2,0.836
5255,,True,Part time course,Graduate,STEM,7,>4,0.624
3880,Male,False,Full time course,High School,,2,1,0.855
25297,Female,True,no_enrollment,Graduate,STEM,7,2,0.92
27008,Male,True,no_enrollment,Graduate,Other,3,never,0.624
1886,Male,True,no_enrollment,Graduate,Humanities,>20,1,0.92
31129,Male,True,no_enrollment,Primary School,,19,>4,0.92
1123,Male,True,no_enrollment,Masters,STEM,16,>4,0.8959999999999999
9149,,True,no_enrollment,Masters,STEM,18,3,0.899
21962,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.91
462,,False,Full time course,Graduate,STEM,5,1,0.55
2677,Male,True,Full time course,Graduate,STEM,5,never,0.624
18648,Male,True,no_enrollment,Masters,STEM,>20,1,0.926
25612,Male,True,no_enrollment,Masters,STEM,>20,1,0.884
2784,,False,no_enrollment,Graduate,Other,3,1,0.884
33064,Male,True,no_enrollment,Masters,STEM,13,4,0.624
3543,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.92
16419,Female,True,no_enrollment,Graduate,Humanities,9,1,0.926
31606,Male,False,no_enrollment,Graduate,Other,14,1,0.92
5800,Male,True,no_enrollment,Graduate,STEM,15,>4,0.91
9032,Male,True,no_enrollment,Masters,STEM,>20,2,0.92
32908,Female,False,Full time course,Graduate,STEM,3,never,0.7659999999999999
31186,Male,True,no_enrollment,Masters,Other,16,2,0.897
18411,Male,True,no_enrollment,Graduate,STEM,2,1,0.55
7636,,True,no_enrollment,Phd,STEM,9,4,0.92
25586,Male,False,no_enrollment,High School,,2,never,0.762
2583,,True,no_enrollment,Masters,STEM,>20,,0.91
560,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.949
5514,Male,True,no_enrollment,Graduate,STEM,10,1,0.92
3624,Male,True,no_enrollment,High School,,18,1,0.897
1274,Male,True,no_enrollment,Graduate,STEM,9,never,0.939
4957,Male,True,no_enrollment,Graduate,STEM,12,3,0.698
7424,,True,no_enrollment,Graduate,Business Degree,>20,2,0.92
12055,Female,True,no_enrollment,Graduate,STEM,6,2,0.6659999999999999
9163,Male,True,no_enrollment,Graduate,Other,4,1,0.624
29171,Male,True,no_enrollment,Masters,STEM,14,1,0.802
16193,,True,no_enrollment,Phd,STEM,>20,>4,0.92
25623,,False,Full time course,Graduate,STEM,4,never,0.698
2575,Male,True,no_enrollment,Graduate,STEM,5,1,0.7659999999999999
21353,,False,no_enrollment,Graduate,STEM,15,>4,0.624
9106,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.924
30470,Male,False,no_enrollment,Masters,Business Degree,3,1,0.924
20437,Male,True,no_enrollment,High School,,9,1,0.926
18316,,False,Part time course,Graduate,STEM,2,2,0.804
11956,Male,True,no_enrollment,Graduate,STEM,2,1,0.802
8713,,True,no_enrollment,Graduate,STEM,17,1,0.897
12951,,True,no_enrollment,Graduate,STEM,5,1,0.884
23795,Male,True,no_enrollment,Graduate,STEM,4,3,0.926
25933,Male,True,no_enrollment,Masters,STEM,6,>4,0.897
14271,,False,Full time course,,,11,>4,0.92
25129,,True,no_enrollment,Graduate,STEM,<1,,0.624
344,Male,True,no_enrollment,Graduate,STEM,9,1,0.92
31672,Male,True,Full time course,,,<1,1,0.479
6400,Male,True,no_enrollment,Phd,STEM,4,1,0.92
30719,,True,no_enrollment,Graduate,STEM,4,1,0.91
26660,,True,no_enrollment,Graduate,No Major,>20,>4,0.92
14428,,False,Full time course,Graduate,STEM,6,,0.624
6225,,True,no_enrollment,Graduate,Humanities,3,1,0.92
7773,,True,Full time course,Graduate,STEM,7,1,0.624
7720,,True,no_enrollment,Graduate,STEM,11,2,0.939
2018,Male,False,no_enrollment,Masters,STEM,5,1,0.804
5485,Male,True,no_enrollment,Masters,STEM,7,1,0.802
23288,Male,True,no_enrollment,Graduate,No Major,19,1,0.762
33010,Male,False,no_enrollment,High School,,10,1,0.92
4819,Male,True,Part time course,Masters,STEM,>20,1,0.884
3127,Male,True,no_enrollment,Graduate,STEM,9,>4,0.92